id	dialog	joy	sadness	trust	disgust	fear	anger	surprise	anticipation
9053	I can.	0	0	0	0	0	0	0	0
9054	Okay, go ahead.	1	0	1	0	0	0	0	0
9055	Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon.	1	0	1	0	0	0	0	0
9056	Thats very good, whats your name?	1	0	0	0	0	0	1	0
9057	Monica.	0	0	0	0	0	0	0	0
9058	Monica, you go to the head of the class.	1	0	0	0	0	0	1	0
9059	Okay.	1	0	1	0	0	0	0	0
9060	And there's a country called Argentinaaaa,    it's a place I've never seeeeen.	0	0	0	0	0	0	0	0
9061	But I'm told for fifty pesos you can buy a    human spleen.	1	0	1	0	0	0	0	1
9062	Human spleeeen.	1	0	0	0	0	0	0	1
9063	Olé!	0	0	0	0	0	0	0	0
9064	What are you doing here!	0	0	0	0	0	0	0	0
9065	Well, you said that you had customers lined up in the street,    so I am here to entertain!	1	0	0	0	0	0	1	0
9066	Great!	1	0	0	0	0	0	1	0
9067	Yeah!	1	0	1	0	0	0	0	0
9068	It really has been great too, you know, some of this people    must have seen me play before because they were requesting a bunch of my songs!	1	0	0	0	0	0	1	0
9069	"Yeah, ""You suck"" and ""shut up and go home""."	1	0	1	0	0	0	0	0
9070	Listen Phoebe...	1	0	1	0	0	0	0	0
9071	Yeah.	1	0	1	0	0	0	0	0
9072	You know how much I love listening to your music, you know,    but...	0	0	0	1	1	1	1	0
9073	But what?	0	0	0	0	0	0	0	0
9074	This is kind of a classy place.	1	0	0	0	0	0	1	0
9075	Ok, say no more.	1	0	1	0	0	0	0	0
9076	I'm so bored! Stupid rain, we... we can't do anything.	0	1	0	0	0	1	0	0
9077	Well, I've brought some books. We could read.	1	0	0	0	0	0	0	1
9078	Hey, it hasn't come to that yet.	0	0	0	0	0	0	0	0
9079	Hey hey hey! Don't mind if I do!	0	0	0	1	0	0	0	0
9080	I'm sorry sir, these are for the pharmaceutical convention	0	1	0	0	1	0	0	0
9081	Hey Rach, do you feel like going to a convention?	0	0	0	0	0	0	0	0
9082	We can't. We're not pharmacists!	0	0	0	0	0	0	0	0
9083	I know we're not, but  Frank Medeio and...  Eva Trorro... womba...	1	0	0	0	0	0	0	0
9084	Kate Miller?	0	0	0	0	0	0	0	0
9085	Kate Miller it is.	0	0	0	0	0	0	0	0
9086	And... that's the most sex I'm gonna have this weekend.	1	0	1	0	0	0	0	0
9087	In that case should I make sure it's on real good?	1	0	1	0	0	0	0	0
9088	Thank you.	1	0	1	0	0	0	0	0
9089	Oh my God!	0	0	0	0	1	1	1	0
9090	We heard about your pants, I'm so sorry.	0	1	0	0	1	0	0	0
9091	This year was supposed to be great!	0	1	0	1	1	0	0	0
9092	But, it's only the second day and I'm a loser with stupid leather pants that don't even fit!	1	0	1	0	0	0	1	0
9093	No. No, you're not a loser.	1	0	0	0	0	0	0	1
9094	Look at me!	0	0	0	0	0	0	0	0
9095	Hey, hey, look. Look Ross, Ben drew a picture of you!  Huh? You're-you're a cowboy!	1	0	1	0	0	0	0	0
9096	Oh, be-because of the leather pants.	0	0	0	0	0	0	0	0
9097	See? Ben doesn't think you're a loser, he thinks you're a cowboy! Now that's something.	0	1	0	0	1	0	0	0
9098	That really is something.. that's really cool.	1	0	1	0	0	0	0	0
9099	Howdy partner!	1	0	0	0	0	0	1	0
9100	Maybe I should get another pair!	0	0	0	0	0	0	0	0
9101	Ooh, y'know, they-they had some with fringe all down the sides.	1	0	0	0	0	0	1	0
9102	I'm gonna go kiss Ben goodnight.	1	0	0	0	0	0	0	0
9103	I can't believe he thinks I'm a cowboy.	1	0	1	0	0	0	0	0
9104	I would make a good cowboy.	1	0	1	0	0	0	0	0
9105	Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry.	1	0	0	0	0	0	0	1
9106	Oh yeah, me too. Y'know if this shirt is dirty.  Yep.	0	0	0	0	1	0	0	0
9107	No you didn't. You said you would, but you never did!	0	0	0	0	0	0	0	0
9108	Oh yeah!	1	0	1	0	0	0	0	0
9109	Great nap.	1	0	0	0	0	0	1	0
9110	It really was.	0	0	0	0	0	0	0	0
9111	Uh me? Gay? No! No. No, but I have a number of close friends who are.	1	0	0	0	0	0	0	0
9112	So, lets talk about women. Im sure our female readers will be interested to know about your romantic life.	1	0	0	0	0	0	0	1
9113	"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin?"""	1	0	1	0	0	0	0	0
9114	Oh, please!	0	0	0	0	0	0	0	0
9115	Hey, how you doin?	0	0	0	0	0	0	0	0
9116	Hey Mikey	0	0	0	0	0	0	0	0
9117	Hey P	0	0	0	0	0	0	0	0
9118	What are you doing?	0	0	0	0	0	0	0	0
9119	Setting rattraps	0	0	0	0	0	0	0	0
9120	To kill Bob??	0	0	0	0	1	1	0	0
9121	No, no, to test his neck strength.	1	0	0	0	0	0	1	1
9122	No, Mike, I don't want to kill him!	1	0	1	0	0	0	0	1
9123	I thought we were just gonna    capture him and, and you know, set him free in the country side where he can    maybe meet a friendly possom and a wisecracking owl.	1	0	1	0	0	0	0	0
9124	Ok, ok, I'll throw away the traps.	0	1	0	0	1	0	0	0
9125	I'll find Bob, I'll get him.	0	0	0	0	0	0	0	0
9126	Bob?	0	0	0	0	0	0	0	0
9127	Bob!	0	0	0	0	0	0	0	0
9128	Robert!	0	0	0	0	0	0	0	0
9129	Oh wait, I think I hear him.	0	0	0	0	1	0	0	1
9130	Oh - Oh my god!	0	0	0	0	1	1	1	0
9131	Bob    had babies!	0	0	0	0	0	0	0	0
9132	Bob's a mom!	0	0	0	0	0	0	0	0
9133	Better think of a new name for him.	1	0	0	0	0	0	1	0
9134	I don't know, I kinda like Bob for a girl.	0	0	0	0	0	0	0	0
9135	I don't know, I mean I'm not sure  ...	0	0	0	1	0	0	0	0
9136	Oh my god, we killed Bob!	0	0	0	0	1	1	1	0
9137	Maybe it wasn't Bob, maybe it was a mouse.	0	0	0	0	1	0	0	1
9138	Suzie	1	0	0	0	0	0	1	0
9139	Hmmm, soup!	0	1	0	1	1	1	0	0
9140	Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?	1	0	0	0	0	0	1	0
9141	Oh yeah, no problem.	1	0	1	0	0	0	0	1
9142	Thanks.	1	0	1	0	0	0	0	0
9143	Hi Ben! So you wanna be an actor huh? I gotta tell ya, it's no picnic. There's tons of rejection.	0	1	0	1	1	0	0	0
9144	Joey!	1	0	0	0	0	0	1	0
9145	What one? You wanted him to invite you to the party and he did it!	1	0	0	0	0	0	0	1
9146	Yeah, but he waited until the last minute!	0	0	0	0	1	0	0	1
9147	So if I said yes, he would know I had nothing better to do than wait around for an invitation to his stupid party.	0	1	0	0	1	1	0	0
9148	"I said, ""No!"""	0	0	0	0	0	0	0	0
9149	Which puts	0	1	0	1	1	0	0	0
9150	Great. So the ball is in his court?	1	0	0	0	0	0	1	0
9151	Ball? There is no ball.	0	0	0	0	0	0	0	0
9152	Oh, hey Rach! I thought we said seven?	1	0	0	0	0	0	0	0
9153	Yeah uh, y'know what uh, let's skip it.	1	0	1	0	0	0	0	0
9154	What?! Why?!	0	0	0	0	0	1	0	0
9155	Umm, you-you and your sister seem to have umm, a very special bond, and	1	0	0	0	0	0	1	0
9156	Oh great! That	1	0	0	0	0	0	1	0
9157	Do-do you, do you have brothers?	1	0	0	0	0	0	1	0
9158	No, I have two sisters. But one of them has a very masculine energy.	1	0	0	0	0	0	0	1
9159	Are you close with them?	1	0	0	0	0	0	0	0
9160	No-no, they're not very nice people.	0	0	0	1	0	0	0	0
9161	Okay, listen, I really like you.	1	0	1	0	0	0	0	0
9162	Okay?	1	0	1	0	0	0	0	0
9163	I think this can go somewhere.	0	0	0	0	0	0	0	0
9164	So what if I'm close to my family, are you gonna let that stand in the way of us?	1	0	0	0	0	0	1	1
9165	Well, uh, I-I don't know. See when-when you put it that way y'know it does sort of	1	0	0	0	0	0	0	1
9166	Danny! Hurry up! The bath is getting cold!	0	1	0	0	1	1	0	0
9167	What?	0	0	0	0	0	0	0	0
9168	Yeah, okay, I'll see you later.	1	0	1	0	0	0	0	0
9169	Its over.	0	0	0	0	0	0	0	0
9170	Oh, was it awful?	0	0	0	1	0	0	0	0
9171	Well, it was loong.	1	0	0	0	0	0	0	0
9172	I didnt even realise how late it was, until I noticed the 5 oclock shadow on her head.	0	1	0	1	1	1	0	0
9173	Anyway, she didnt want to stay.	0	0	0	0	0	0	0	0
9174	I called a cab. she just left.	0	0	0	0	0	0	0	0
9175	I wrote you a letter.	0	0	0	0	0	0	0	0
9176	Ohh! Thank you! I like mail.	1	0	0	0	0	0	0	0
9177	Its just some things Ive been thinking about.	1	0	1	0	0	0	0	0
9178	Some things about us, and before we can even think about the two of us getting back together, I just need to know how you feel about this stuff.	1	0	1	0	0	0	0	0
9179	Okay.  Wow, its-its 5:30 in the morning.  So, Id better get cracking on this baby.	1	0	0	0	0	0	1	0
9180	Well, Ill be waiting for you, just come up when youre done.	1	0	0	0	0	0	0	0
9181	Okay, Ill be up in,  18 pages. Front and back. Very exciting.	1	0	0	0	0	0	0	0
9182	The waiter carried the breadsticks in his pants!	1	0	1	0	0	0	0	0
9183	Well, you said that we except the	1	0	0	0	0	0	0	1
9184	All right, that Ill retract.	1	0	1	0	0	0	0	0
9185	But I stand by my review, I know food and that wasnt it.	1	0	0	0	0	0	1	0
9186	Youre marinara sauce tasted like tomato juice!	1	0	0	0	0	0	0	0
9187	You should serve it with vodka and a piece of celery.	1	0	0	0	0	0	1	0
9188	Hey! Im proud of that sauce, its delicious.	1	0	0	0	0	0	0	0
9189	Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?	1	0	0	0	0	0	1	0
9190	Lebanon.	0	0	0	0	0	0	0	0
9191	Hand me those tomatoes, Im gonna show you what it should taste like! Come on, hand me them.	1	0	1	0	0	0	0	0
9192	How long is this gonna take? Cause I got another critic to go yell at.	0	0	0	1	0	1	0	0
9193	Okay, then what happened?	1	0	1	0	0	0	0	0
9194	Ohh. Uh-huh. Uh-huh.  You'll get your turn!	0	0	0	0	0	1	0	0
9195	Hey Pheebs, what's going on?	1	0	0	0	0	0	1	0
9196	Nothing!   This is not over!	0	0	0	1	0	0	0	0
9197	No! No! No!	0	0	0	0	0	0	0	0
9198	What?!	0	0	0	0	0	0	0	0
9199	I was up all night writing this really nasty letter to Emily! It was perfect and now it's all covered in-in  Actually, thanks!	1	0	1	0	0	0	0	0
9200	All right! Everybody ready to go to the movies?	1	0	0	0	0	0	0	1
9201	Uh actually, I think I'm gonna skip it.	0	1	0	1	1	1	0	0
9202	Really?	0	0	0	0	0	0	0	0
9203	Yeah, I'm gonna stay and read my book. I just wanna be alone right now.	0	1	0	0	0	0	0	1
9204	Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff.	0	1	0	0	0	0	0	0
9205	That's okay, Joe.	1	0	1	0	0	0	0	0
9206	All right, let's go Pheebs.	1	0	1	0	0	0	0	0
9207	Oh God!	0	0	0	0	1	1	1	0
9208	That was amazing.	1	0	0	0	0	0	1	0
9209	I know.	0	0	0	0	0	0	0	0
9210	Hey, do you realize we may have just changed our lives forever?	1	0	1	0	0	0	0	0
9211	We may have just started a family.	1	0	0	0	0	0	1	1
9212	Nine months from now we can be here, having our own baby.	1	0	0	0	0	0	0	0
9213	And if not, we got to do it on a bucket.	1	0	1	0	0	0	0	0
9214	Ross! You gotta stop! Okay?! You cant just stare through the peep hole for three hours! Youre gonna get peep eye!	0	1	0	0	1	1	0	0
9215	I knew it!	0	0	0	0	0	0	0	0
9216	I knew it!	0	0	0	0	0	0	0	0
9217	I always knew she liked him!	1	0	0	0	0	0	0	0
9218	Y'know, shed say no, but here we are!	0	0	0	0	0	0	0	0
9219	Right?	0	0	0	0	0	0	0	0
9220	We just broke up, first thing she does!	0	0	0	0	1	1	0	0
9221	You didnt just break up.	0	1	0	1	1	1	0	0
9222	Hey, its been like three weeks!	0	0	0	0	0	0	0	0
9223	You slept with somebody three hours after you thought you broke up. I mean bullets have left guns slower!	0	0	0	1	0	1	0	0
9224	Hey, so uh, y'know how there's something I wanted to talk to you about?	1	0	0	0	0	0	1	1
9225	Oh yeah!	1	0	1	0	0	0	0	0
9226	Well, y'know how I'm trying to work things out with Emily.	1	0	1	0	0	0	0	0
9227	Well, there's this one thing Okay,  here goes.	1	0	0	0	0	0	0	1
9228	I made a promise that--Oh hey!	1	0	0	0	0	0	0	1
9229	What?	0	0	0	0	0	0	0	0
9230	You're nose is bleeding!	0	0	0	1	1	1	1	0
9231	Oh God.	0	0	0	0	1	1	1	0
9232	No!	0	0	0	0	0	0	0	0
9233	Oh not again!	0	0	0	1	0	0	0	0
9234	This-this happened when my grandfather died.	0	1	0	0	1	0	1	0
9235	It's ugh!	0	0	0	1	0	1	0	0
9236	Sorry.	0	1	0	0	1	0	0	0
9237	Oh, okay, so I'm sorry, what-what were you-what did you want to tell me?	1	0	1	0	0	0	0	0
9238	Umm	1	0	0	0	0	0	1	0
9239	Sorry. Sorry.	0	1	0	0	1	0	0	0
9240	Okay, I uh, I can't see you anymore.	1	0	1	0	0	0	0	0
9241	Yeah, I know. It's ridiculous! I can't see you either.	0	0	0	1	0	0	0	0
9242	Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet! Not yet!	0	0	0	0	0	0	0	0
9243	Hello, Chip.	0	1	0	1	0	0	0	1
9244	Hey, Rach! How ya doin?	0	0	0	0	0	0	0	0
9245	Im great! Im great. Ive got a great job at	1	0	0	0	0	0	1	0
9246	So ah, Monica ready yet?	1	0	0	0	0	0	0	1
9247	Shell be out in a second. So, Chip, hows umm, Amy Welch?	0	1	0	1	0	0	0	1
9248	Amy Welch? Wow! I havent seen her since... So, Monica about ready?	1	0	0	0	0	0	0	1
9249	Thats right, I love you! And-and Im gonna play with you all the time.	1	0	0	0	0	0	1	0
9250	How can you let him talk to your crotch like that?	0	0	0	0	0	0	0	0
9251	Hes talking to the baby.	0	1	0	1	1	1	0	0
9252	Ohh!	0	0	0	0	0	0	0	0
9253	Okay!	1	0	1	0	0	0	0	0
9254	"Okay, cause when-when he said, ""I cant wait to hear your first words,"" I thought, ""Theres a trick."""	0	1	0	1	1	1	0	0
9255	Okay. Well, I gotta go you guys. Ill see you later.	0	0	0	0	0	1	0	0
9256	Okay.	1	0	1	0	0	0	0	0
9257	Oh my, oh my God!	0	0	0	0	1	1	1	0
9258	Aw, its unbelievable!	1	0	0	0	0	0	1	0
9259	Wow!	1	0	0	0	0	0	1	0
9260	She is kicking so much!	0	0	0	0	0	1	0	0
9261	Oh, shes like ummohwhos that kind of annoying girl soccer player?	0	0	0	0	0	1	0	0
9262	Mia Hamm?	0	1	0	0	1	0	0	0
9263	Mia Hamm!	0	1	0	0	1	0	0	0
9264	Oh thats amazing.	1	0	0	0	0	0	1	0
9265	Oh-oh!! One hand on the sheet Joe!	1	0	0	0	0	0	0	1
9266	Whoa-hey-oh! Sorry!	0	1	0	0	1	1	0	0
9267	Okay, what do you guys think?	1	0	1	0	0	0	0	0
9268	Dude!	0	0	0	0	0	0	0	0
9269	I have never known love like this.	1	0	0	0	0	0	0	0
9270	You really like it?	0	0	0	0	0	0	0	0
9271	Dude! How-how did you write this?	1	0	1	0	0	0	0	0
9272	I stole Monicas and changed the name.	0	1	0	1	1	1	0	0
9273	You cant	0	0	0	0	0	0	0	0
9274	If he goes first he can!	0	0	0	0	0	0	0	0
9275	Yeah!	1	0	1	0	0	0	0	0
9276	Anyway, I-I still think we should try to patch things up, yknow?	0	0	0	0	0	1	0	0
9277	Like uh, maybe we could get him to get tickets to another Knicks game and invite him.	1	0	0	0	0	0	0	1
9278	Oh wow thats a great idea! And	1	0	0	0	0	0	1	0
9279	Here you go.	0	0	0	0	0	0	0	0
9280	Hey-hey-hey-ho-ho, I got this one.	1	0	1	0	0	0	0	0
9281	Here you go.	0	0	0	0	0	0	0	0
9282	Yknow I gotta tell ya, sometimes I justI dont get Chandler.	1	0	0	0	0	0	1	1
9283	Yknow, me and him do stuff all the time without you and you dont get all upset.	0	0	0	1	0	1	0	0
9284	All the time?	0	0	0	0	0	0	0	0
9285	All the time!	0	0	0	0	0	0	0	0
9286	Cassie, how you-how you doin on thathot dog.	0	0	0	0	0	1	0	0
9287	Im all done.	0	0	0	0	0	0	0	0
9288	Thank God.	1	0	0	0	0	0	0	0
9289	I guess the last time we really hung out was when our parents rented that beach house together.	0	0	0	1	1	1	1	0
9290	Oh right.	0	0	0	0	0	0	0	0
9291	Right.	0	0	0	0	0	0	0	0
9292	Ooh, remember the time I uh, I pinned you down and tickled you til you cried?	1	0	0	0	0	0	1	0
9293	Were probably too old to do that now.	0	0	0	1	0	0	0	0
9294	Ill always remember that summer, because its when I got all of these freckles.	0	0	0	1	0	0	0	0
9295	Uh-huh! Uh-huh! And-and-and Ill always remember that summer because thats when I realized that we are related.	1	0	0	0	0	0	1	0
9296	It took you that long to figure it out, huh?	0	0	0	1	0	1	0	0
9297	Well Im, Im a little slow.  Just as our children would be.	1	0	0	0	0	0	0	1
9298	Relax every muscle in your body.	1	0	0	0	0	0	0	0
9299	Listen to the plinky-plunky music.	0	1	0	0	1	0	0	0
9300	Okay, now close you eyes, and think of a happy place.	1	0	0	0	0	0	0	0
9301	Okay, tell me your happy place.	1	0	1	0	0	0	0	0
9302	Richard's living room, drinking wine.	0	0	0	0	0	0	0	0
9303	All right. No, no, no, not a Richard thing, just put down the glass. And get out!	1	0	0	0	0	0	1	0
9304	I'm sorry, but that's my happy place.	1	0	0	0	0	0	0	0
9305	Well, okay, fine, use my happy place.	1	0	0	0	0	0	0	0
9306	Okay, I'm just gonna, I have to ask that you don't move anything.	1	0	1	0	0	0	0	0
9307	All right, I'll try not to.	1	0	1	0	0	0	0	0
9308	Okay, all right, so, your in a meadow, millions of stars in the sky....	1	0	1	0	0	0	0	0
9309	Do you think breaking up with him was a huge mistake?	0	1	0	1	1	1	0	0
9310	All right, there are no questions in the happy place. Okay, just, the warm breeze, and the moonlight flowing through the trees....	1	0	0	0	0	0	0	1
9311	I'll bet he's totally over me, I'll bet he's fine.	1	0	0	0	0	0	0	0
9312	All right, betting and wagering of any kind, are, I'm sure, not permitted in the happy place.	1	0	1	0	0	0	0	0
9313	Okay.	1	0	1	0	0	0	0	0
9314	Just-just, you know, the-the lovely waterfalls, and the, the trickling fountains.	1	0	0	0	0	0	1	1
9315	And the-the calming sounds of the babbling brook....	0	0	0	1	1	1	0	0
9316	Okay, this isn't working. I'm still awake and now I have to pee.	1	0	1	0	0	0	0	0
9317	OK sweetie, I'll see you later.	1	0	0	0	0	0	0	0
9318	See you later Rach.	0	0	0	0	0	1	0	0
9319	Bye-bye Julie.	0	0	0	0	0	0	0	0
9320	Hey.	0	0	0	0	0	0	0	0
9321	Hey.	0	0	0	0	0	0	0	0
9322	Hey, c'mon, cut it out.	0	0	0	0	1	1	1	0
9323	Hey?	0	0	0	0	0	0	0	0
9324	What?	0	0	0	0	0	0	0	0
9325	Can I ask you somethin'?	0	0	0	0	0	0	0	0
9326	Hey Rach, wanna hear the new song I'm thinkin' of singing this afternoon? I wrote it this morning in the shower.	1	0	1	0	0	0	0	0
9327	Ok.	1	0	1	0	0	0	0	0
9328	Uh, Rachel, sweetheart, could I see ya for a minute?	1	0	0	0	0	0	0	1
9329	What's up?	0	0	0	0	0	0	0	0
9330	F.Y.I..	0	0	0	0	0	0	0	0
9331	I've decided to pay a professional musician to play in here on Sunday afternoons.	1	0	0	0	0	0	0	0
9332	Her name is Stephanie... something.	0	0	0	0	0	0	0	0
9333	She's supposed to be very good.	0	1	0	1	1	0	0	0
9334	But what about Phoebe?	1	0	1	0	0	0	0	0
9335	Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around.	0	0	0	1	1	1	1	0
9336	Ok, ok, so you're not a fan, but I mean, come on, you cannot do this to her.	1	0	1	0	0	0	0	0
9337	Uh...	0	0	0	0	0	0	0	0
9338	Oh, no no no no. Oh no no no no. I have to do this to her?	1	0	1	0	0	0	0	0
9339	Ahh, no.	1	0	1	0	0	0	0	0
9340	Oh.	0	0	0	0	0	0	0	0
9341	Are you jealous?	0	1	0	0	0	0	0	0
9342	Noo, I y'know I don't see why she has to play with you, that's all.	1	0	0	0	0	0	1	0
9343	I mean doesn't she have any y'know other stripper moms friends of her own?	0	1	0	1	1	1	0	0
9344	You are totally jealous.	0	1	0	0	0	0	0	0
9345	I'm not jealous.	1	0	0	0	0	0	0	0
9346	All right this is about, umm, people feeling certain things y'know about strippers.	1	0	0	0	0	0	1	0
9347	And y'know, and um, I...	0	0	0	0	0	0	0	0
9348	Honey, I love you too.	1	0	0	0	0	0	0	0
9349	Ugh. Wait, wait, wait.	0	0	0	1	1	1	0	1
9350	What?	0	0	0	0	0	0	0	0
9351	Huh.	0	0	0	0	0	1	0	0
9352	Well, there's a kiss that he won't forget for a couple of hours, y'know.	1	0	0	0	0	0	0	0
9353	Yeah. Either that, or you just turned him on and sent him off to a stripper.	1	0	0	0	0	0	1	0
9354	I cant believe you came back.	1	0	0	0	0	0	0	0
9355	Dont say anything.	0	0	0	0	0	0	0	0
9356	I dont wanna speak, I dont wanna think.	0	0	0	0	0	0	0	0
9357	I just want you to take me and kiss me and make love to me right here, right now.	1	0	0	0	0	0	1	0
9358	Rachel! Rachel!	0	0	0	0	0	0	0	0
9359	What?	0	0	0	0	0	0	0	0
9360	You missed the exit!	0	1	0	1	1	1	0	0
9361	Oh, sorry.	0	1	0	0	1	0	0	0
9362	My God, what were you thinking about?	1	0	1	0	0	0	0	0
9363	Um,  Barry.	0	0	0	0	1	0	0	1
9364	Awwwww	1	0	0	0	0	0	1	0
9365	I justI thought you guys were doing it, I didn't know you were in love!	1	0	0	0	0	0	1	0
9366	Dude!	0	0	0	0	0	0	0	0
9367	And hats off to Phoebe. Quite a competitor.  And might I say your breasts are still showing.	0	1	0	1	1	0	0	0
9368	God!	1	0	0	0	0	0	1	0
9369	All right! So that's it! It's over! Everybody knows!	1	0	1	0	0	0	0	0
9370	Well actually, Ross doesn't.	1	0	1	0	0	0	0	1
9371	Yes, and we'd appreciate it if no one told him yet.	1	0	0	0	0	0	0	0
9372	Dear Mary-Angela.	1	0	1	0	0	0	1	0
9373	Hi.	0	0	0	0	0	0	0	0
9374	How?s it going.	0	0	0	0	0	0	0	0
9375	This is the hardest letter I?ve ever had to write.	1	0	1	0	0	0	0	0
9376	What the hell?s a matter with you?	0	0	0	0	0	1	0	0
9377	How do you think Joey?s going to react when he finds out that you blew off his sister with a letter?	1	0	0	0	0	0	1	0
9378	Well, that?s the part where you tell him that I moved to France. When actually I?ll be in Cuba.	1	0	0	0	0	0	0	1
9379	All right, look, look, you?ve got to do this yourself, okay in person.	1	0	1	0	0	0	0	0
9380	At least you know her name.	0	0	0	0	0	0	0	0
9381	You just go to the house and you ask for Mary-Angela, okay, when which ever one she is comes to the door, you take her for a walk, you let her down easy.	1	0	0	0	0	0	0	0
9382	What if Mary-Angela comes to the door and I ask for Mary-Angela?	1	0	0	0	0	0	0	0
9383	Where in Cuba?	0	0	0	0	0	0	0	0
9384	Hey.	0	0	0	0	0	0	0	0
9385	You uh, you may have been right about Jill.	0	0	0	0	0	0	0	0
9386	Oh! I knew it! What happened?	0	0	0	1	1	1	1	0
9387	Umm, she kissed me.	1	0	0	0	0	0	1	0
9388	What?! You kissed!	1	0	0	0	0	0	1	0
9389	All right.	1	0	1	0	0	0	0	0
9390	Okay, here you go.  I have two queens, what do you have?	1	0	1	0	0	0	0	0
9391	A two and a five.	0	0	0	0	0	0	0	0
9392	Ho-ho, you win! 50 dollars!	1	0	1	0	0	0	0	1
9393	Really?!	0	0	0	0	0	0	0	0
9394	Oh yeah! Okay, lets play again.  What do you got?	0	0	0	1	1	1	1	0
9395	A four and a nine.	0	0	0	0	0	0	0	0
9396	Youre kidding right?	1	0	0	0	0	0	1	1
9397	No. Why?	0	0	0	0	0	1	0	0
9398	Well thats a full cup!	1	0	0	0	0	0	0	1
9399	Damn! I am good at Cups!	1	0	0	0	0	0	0	0
9400	What? Why? Where are you?	0	0	0	0	0	1	0	0
9401	Im still on the set!	0	0	0	0	0	0	0	0
9402	Joey! The wedding is in less than an hour!	1	0	0	0	0	0	1	0
9403	I know! Im sorry! The guys drunk, they wont let me go until we get this.	0	1	0	0	1	0	0	0
9404	Oh my God! Im gonna have to find another minister.	0	0	0	0	1	1	1	0
9405	No! No, Im the minister! Alright, look-look, put em both on the phone, Ill marry them right now.	1	0	0	0	0	0	1	0
9406	Ugh! Joey, I have to go.	1	0	0	0	0	0	1	0
9407	Hey! Dont you hang up on me! Ill marry you and me right now! I have the power!	1	0	0	0	0	0	1	0
9408	Oh hey Joey! What's up?	1	0	0	0	0	0	1	0
9409	I can't decide which route to take to Vegas. Hey, you've traveled a lot right?	1	0	1	0	0	0	0	1
9410	Yeah, I've been around.	1	0	1	0	0	0	0	0
9411	Okay, so-so which route should I take the northern route or the southern route?	1	0	1	0	0	0	0	0
9412	Ooh, if you take the northern route there's a man in Illinois with a beard of bees.	1	0	1	0	0	0	0	0
9413	Great! Problem solved!	1	0	0	0	0	0	1	0
9414	Estelle, you gotta get me some work. I-I lost my health insurance.	0	1	0	0	1	0	0	0
9415	All right, first thing we gotta do, damage control.	1	0	0	0	0	0	0	1
9416	Why?	0	0	0	0	0	1	0	0
9417	Well, I think uhh, someone out there may have been bad mouthing you all over town.	1	0	0	0	0	0	0	0
9418	Bastard!	0	0	0	1	0	1	0	0
9419	You mean whenever Monica and Chandler where like y'know doing laundry or going grocery shopping orOh!	1	0	0	0	0	0	0	1
9420	All that time Monica spent on the phone with sad Linda from camp!	0	1	0	0	0	0	0	0
9421	Uh-huh, doing it. Doing it. Phone doing it.	0	0	0	0	0	1	0	0
9422	Oh, I can't believe it!	0	0	0	0	0	1	0	0
9423	I mean I think it's great!	1	0	0	0	0	0	1	0
9424	For him.	0	0	0	0	0	0	0	0
9425	She might be able to do better.	1	0	0	0	0	0	1	0
9426	Hey guys!	0	0	0	0	0	0	0	0
9427	Joey! Come here! Come here!	1	0	0	0	0	0	1	0
9428	Phoebe just found out about Monica and Chandler.	1	0	0	0	0	0	0	1
9429	You mean how they're friends and nothing more?	1	0	0	0	0	0	0	0
9430	No. Joey, she	1	0	0	0	0	0	1	0
9431	Okay, so now they know that you know and they don't know that Rachel knows?	1	0	1	0	0	0	0	0
9432	Yes, but y'know what?	0	1	0	0	1	1	0	0
9433	It doesn't matter who knows what.	0	0	0	0	0	0	0	0
9434	Now, enough of us know that we can just tell them that we know!	0	0	0	0	0	0	0	0
9435	Then all the lying and the secrets would finally be over!	0	0	0	0	1	0	1	0
9436	It's a tradition, like the parade. If the parade decided it was gay, moved out, and abandoned its entire family.	1	0	0	0	0	0	0	1
9437	Yknow, youre friends getting married, its gotta change things.	1	0	0	0	0	0	1	0
9438	You really think it would be that different?	0	0	0	0	0	0	0	0
9439	How could it not be?	0	0	0	0	0	0	0	0
9440	I mean pretty soon theyre gonna be having kids, and then theyre just gonna be hanging out with other couples who have kids.	1	0	0	0	0	0	0	1
9441	And then maybe theyre gonna have to leave the city to be near a	0	0	0	0	0	0	0	0
9442	Well, things change.	1	0	0	0	0	0	0	1
9443	I dont want them to move to a	0	0	0	0	0	0	0	0
9444	Itll be okay Joe.	1	0	1	0	0	0	0	0
9445	Its still there!	0	0	0	0	0	0	0	0
9446	Mrs. Braverman must be out.	0	0	0	0	0	0	0	0
9447	She could be out of town. Maybe shell be gone for months.	0	1	0	0	0	0	0	0
9448	By then, the cheesecake may have gone bad. We dont want her to come back to bad cheesecake.	1	0	0	0	0	0	1	0
9449	No that could kill her.	0	0	0	0	1	1	0	0
